recommendation_id,personal_color,undertone,skin_tone,category,product_id,recommendation_score,priority,reason
RID01093,Winter,Cool,Light,Concealer,PID0232,99,3,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID01094,Winter,Cool,Light,Concealer,PID0258,99,4,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID01095,Winter,Cool,Light,Concealer,PID0268,99,5,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID01096,Winter,Cool,Light,Blush,PID0277,97,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01097,Winter,Cool,Light,Blush,PID0281,97,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01098,Winter,Cool,Light,Blush,PID0283,97,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01099,Winter,Cool,Light,Blush,PID0287,97,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01100,Winter,Cool,Light,Blush,PID0120,96,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01101,Winter,Cool,Light,Lipstick,PID0111,96,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01102,Winter,Cool,Light,Lipstick,PID0225,96,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01103,Winter,Cool,Light,Lipstick,PID0226,96,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01104,Winter,Cool,Light,Lipstick,PID0042,95,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01105,Winter,Cool,Light,Lipstick,PID0044,95,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01106,Winter,Cool,Light,Eyeshadow,PID0288,97,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01107,Winter,Cool,Light,Eyeshadow,PID0131,96,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01108,Winter,Cool,Light,Eyeshadow,PID0070,95,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01109,Winter,Cool,Light,Eyeshadow,PID0289,62,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01110,Winter,Cool,Light,Eyeshadow,PID0130,61,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01111,Winter,Cool,Medium,Foundation,PID0005,99,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01112,Winter,Cool,Medium,Foundation,PID0084,99,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01113,Winter,Cool,Medium,Foundation,PID0088,99,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01114,Winter,Cool,Medium,Foundation,PID0170,99,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01115,Winter,Cool,Medium,Foundation,PID0172,99,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01116,Winter,Cool,Medium,Cushion,PID0015,99,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01117,Winter,Cool,Medium,Cushion,PID0019,99,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01118,Winter,Cool,Medium,Cushion,PID0027,99,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01119,Winter,Cool,Medium,Cushion,PID0029,99,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01120,Winter,Cool,Medium,Cushion,PID0068,99,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01121,Winter,Cool,Medium,Concealer,PID0234,99,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01122,Winter,Cool,Medium,Concealer,PID0261,99,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01123,Winter,Cool,Medium,Concealer,PID0265,99,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01124,Winter,Cool,Medium,Concealer,PID0271,99,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01125,Winter,Cool,Medium,Concealer,PID0275,99,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID01126,Winter,Cool,Medium,Blush,PID0279,97,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01127,Winter,Cool,Medium,Blush,PID0285,97,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01128,Winter,Cool,Medium,Blush,PID0181,96,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01129,Winter,Cool,Medium,Blush,PID0224,96,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01130,Winter,Cool,Medium,Blush,PID0037,95,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01131,Winter,Cool,Medium,Lipstick,PID0114,96,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01132,Winter,Cool,Medium,Lipstick,PID0117,96,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01133,Winter,Cool,Medium,Lipstick,PID0118,96,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01134,Winter,Cool,Medium,Lipstick,PID0228,96,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01135,Winter,Cool,Medium,Lipstick,PID0050,95,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01136,Winter,Cool,Medium,Eyeshadow,PID0288,87,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01137,Winter,Cool,Medium,Eyeshadow,PID0131,86,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01138,Winter,Cool,Medium,Eyeshadow,PID0070,85,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01139,Winter,Cool,Medium,Eyeshadow,PID0196,69,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01140,Winter,Cool,Medium,Eyeshadow,PID0071,68,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01141,Winter,Cool,Tan,Foundation,PID0085,99,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01142,Winter,Cool,Tan,Foundation,PID0089,99,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01143,Winter,Cool,Tan,Foundation,PID0201,99,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01144,Winter,Cool,Tan,Foundation,PID0206,99,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01145,Winter,Cool,Tan,Foundation,PID0084,98,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01146,Winter,Cool,Tan,Cushion,PID0094,99,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01147,Winter,Cool,Tan,Cushion,PID0105,99,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01148,Winter,Cool,Tan,Cushion,PID0107,99,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01149,Winter,Cool,Tan,Cushion,PID0221,99,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01150,Winter,Cool,Tan,Cushion,PID0253,99,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01151,Winter,Cool,Tan,Concealer,PID0236,99,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01152,Winter,Cool,Tan,Concealer,PID0261,99,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01153,Winter,Cool,Tan,Concealer,PID0265,99,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01154,Winter,Cool,Tan,Concealer,PID0271,99,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01155,Winter,Cool,Tan,Concealer,PID0275,99,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID01156,Winter,Cool,Tan,Blush,PID0279,93,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01157,Winter,Cool,Tan,Blush,PID0285,93,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01158,Winter,Cool,Tan,Blush,PID0181,92,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01159,Winter,Cool,Tan,Blush,PID0224,92,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01160,Winter,Cool,Tan,Blush,PID0037,91,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01161,Winter,Cool,Tan,Lipstick,PID0114,92,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01162,Winter,Cool,Tan,Lipstick,PID0117,92,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01163,Winter,Cool,Tan,Lipstick,PID0118,92,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01164,Winter,Cool,Tan,Lipstick,PID0228,92,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01165,Winter,Cool,Tan,Lipstick,PID0050,91,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01166,Winter,Cool,Tan,Eyeshadow,PID0288,87,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01167,Winter,Cool,Tan,Eyeshadow,PID0131,86,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01168,Winter,Cool,Tan,Eyeshadow,PID0070,85,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01169,Winter,Cool,Tan,Eyeshadow,PID0196,65,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01170,Winter,Cool,Tan,Eyeshadow,PID0071,64,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01171,Winter,Cool,Deep,Foundation,PID0007,99,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01172,Winter,Cool,Deep,Foundation,PID0090,99,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01173,Winter,Cool,Deep,Foundation,PID0175,99,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01174,Winter,Cool,Deep,Foundation,PID0177,99,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01175,Winter,Cool,Deep,Foundation,PID0085,98,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01176,Winter,Cool,Deep,Cushion,PID0021,99,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01177,Winter,Cool,Deep,Cushion,PID0094,98,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01178,Winter,Cool,Deep,Cushion,PID0105,98,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01179,Winter,Cool,Deep,Cushion,PID0107,98,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01180,Winter,Cool,Deep,Cushion,PID0221,98,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01181,Winter,Cool,Deep,Concealer,PID0236,98,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01182,Winter,Cool,Deep,Concealer,PID0261,93,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01183,Winter,Cool,Deep,Concealer,PID0265,93,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01184,Winter,Cool,Deep,Concealer,PID0271,93,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01185,Winter,Cool,Deep,Concealer,PID0275,93,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID01186,Winter,Cool,Deep,Blush,PID0277,87,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01187,Winter,Cool,Deep,Blush,PID0279,87,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01188,Winter,Cool,Deep,Blush,PID0281,87,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01189,Winter,Cool,Deep,Blush,PID0283,87,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01190,Winter,Cool,Deep,Blush,PID0285,87,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01191,Winter,Cool,Deep,Lipstick,PID0111,86,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01192,Winter,Cool,Deep,Lipstick,PID0114,86,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01193,Winter,Cool,Deep,Lipstick,PID0117,86,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01194,Winter,Cool,Deep,Lipstick,PID0118,86,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01195,Winter,Cool,Deep,Lipstick,PID0225,86,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01196,Winter,Cool,Deep,Eyeshadow,PID0288,87,1,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01197,Winter,Cool,Deep,Eyeshadow,PID0131,86,2,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01198,Winter,Cool,Deep,Eyeshadow,PID0070,85,3,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01199,Winter,Cool,Deep,Eyeshadow,PID0196,59,4,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
RID01200,Winter,Cool,Deep,Eyeshadow,PID0071,58,5,"Winter palettes need cool, vivid colors with contrast, such as berry, plum, and blue red."
